animal,number,color
Bear,218,#679bd2
Caribou,147,#f26649
Sheep,141,#febd3e
Moose,138,#7accc8
Deer,95,#c08b9b
Pronghorn,50
Elk,49
Rabbit,30
Bison,26
Cougar,19
Wolf,17
Goat,16
Puma,12
Pheasant,11
Coyote,11
Rattlesnake,9
Bobcat,8
Duck,8
Turkey,7
Raccoon,7
Peafowl,7
Scoter,6
Mallard,5
Trout,5
Goose,5
Reindeer,4
Beaver,4
Squirrel,4
Wolverine,4
Gazelle,3
Grouse,3
Wigeon,3
Antelope,3
Fox,3
Nilgai,2
Lynx,2
Alligator,2
Ibex,2
Mouflon,2
